"Data Source","Indicadores del desarrollo mundial",

"Last Updated Date","2024-11-13",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Liechtenstein","LIE","PIB (US$ a precios constantes de 2015)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6268515276.17441","","","","","","","","",
"Sri Lanka","LKA","PIB (US$ a precios constantes de 2015)","NY.GDP.MKTP.KD","","6530549444.97","6779887100.02674","6950519813.30972","7222037271.13","7405257001.03093","7777281520.13317","8278062576.45535","8758280781.6649","9434141515.06755","9797038019.2991","9925076037.8756","9884335594.57899","10581912589.5361","10988875046.9791","11662079154.0956","12051021936.3641","12665695187.9546","13381792930.7817","14238703658.8112","15071102050.2639","15930083244.2204","16589826957.1499","17388459728.7376","18275122774.4697","19188770426.3466","20024546324.9779","20370092037.5662","20873780255.5473","21353731379.6967","22720369186.6923","23765503271.0776","24811183335.9558","26523170679.5811","28008446680.9577","29548935121.1742","30671784965.407","32636435386.2509","34169833188.3929","35639320702.8045","37777691762.3618","37193872241.1572","38668488650.261","40965500924.4911","43196097553.0189","45892289127.0171","49411443817.364","52769853736.4823","55909706547.6528","57888301891.5644","62528609282.4735","67949516441.6109","73815041947.847","76805840200.4173","81704500476.9099","85140955388.8509","89443659904.1523","95222329687.4117","97422045729.8334","97207245817.5168","92711881360.06","96612720767.4739","89514811807.9203","87457721050.9707",
"Países de ingreso mediano bajo","LMC","PIB (US$ a precios constantes de 2015)","NY.GDP.MKTP.KD","442692285185.814","457158081603.02","474476675262.663","503455271258.858","536326836460.929","547437954818.054","555116615271.986","564189130280.033","586197365701.2","632399375187.255","677956716047.93","710553013507.575","722731871906.24","755809796171.548","792434999291.748","820188056214.068","865216723838.808","914683358172.193","949237013174.634","964080019560.797","1014552688482.15","1034953748202.19","1057981156992.14","1082030646865.39","1111223835237.54","1155437272323.67","1199948456588.92","1243296384650.3","1326660993536.62","1375451310785.2","1445876170937.07","1476206203009.55","1530759804453.11","1566801539345.03","1629674694484.12","1713061231677.07","1821787657015.98","1894215452434.91","1979954960895.78","2086076609080.3","2173817731952.8","2268267148803.87","2370632069686.27","2511439731686.18","2689345116267.4","2869681525431.27","3069449407201.94","3281033482983.58","3431423528666.9","3635432438764.42","3884925272533.38","4069626965544.84","4279661410855.26","4522508393616.18","4798946008322.51","5083698600746.07","5373089382024.36","5666309107432.55","5974496074247.44","6216840942369.76","5993947957778.08","6392626451795.63","6764824768803.02","7122795433047.97",
"Ingreso mediano y bajo","LMY","PIB (US$ a precios constantes de 2015)","NY.GDP.MKTP.KD","1682095632275.23","1699189354868.42","1760129370459.77","1844725393707.29","1989330265056.44","2109867171302.52","2214060801467.34","2285478391711.29","2425172340361.96","2622848266200.78","2830937119803.38","3005819601317.19","3190908523738.4","3410147254546.97","3615243641432.18","3769466587048.29","4004913979233.47","4188053157894.05","4342264501918.54","4540961929618.43","4755260948439.44","4845962771463.85","4983122328321.34","5063654494205.11","5298811703465.56","5533850093526.44","5737870476367.41","6005175936010.58","6250590607612.57","6442222658603.99","6643974035779.4","6831263846657.1","7120962860145.43","7478294681056.26","7861229666831.44","8220957939676.29","8732373353423.29","9224731686072.97","9529134011016.71","9876155852025.34","10422423393093.1","10800896127373.4","11311867934880.7","11975212385188.3","12892486176037.9","13835656697879.7","14971207317298.5","16292983342868.3","17256316527396.2","17942337306642.6","19405979163512.9","20644562219915.1","21774990697877.2","22995058989439.6","24181128441267","25326526306958.9","26532432467422.8","27949262865055.2","29343982317550.2","30542800682261","30179437051569.9","32420123215559.6","33667981925461.1","35189462676634.9",
"Lesotho","LSO","PIB (US$ a precios constantes de 2015)","NY.GDP.MKTP.KD","193508327.026638","197116860.954118","227338452.083323","251470587.897277","272219723.150825","278083623.365533","276955934.796698","307177536.776344","306049826.484903","310786059.842522","317552093.547246","333790811.204135","333114189.369447","421072594.870921","467306740.334347","404157255.390205","448813112.554109","546694921.201911","646832345.946917","665551148.671219","647283238.911072","651779515.188544","680830657.090951","694353079.717347","732784813.232647","751912323.912217","787138333.811042","792882304.361542","861085398.570534","910987401.976649","966060902.397655","1033362571.71292","1105247043.49934","1144038630.18996","1212450693.47103","1252351695.56175","1322446271.54381","1371424437.09695","1392512225.79035","1399140932.84008","1453365294.1512","1505128088.4482","1516022748.40945","1585150007.49012","1611976676.82948","1667849758.72804","1738401391.78308","1811204148.77671","1911244554.99023","1887282177.32009","1986735734.7651","2078451680.28081","2210102550.34645","2249719203.36981","2288201773.07605","2359686724.53829","2444845631.39553","2368122098.53455","2333058897.5103","2299976266.27346","2128427544.13732","2167860464.08427","2195728399.76541","2215449329.50896",
"avanzada del dividendo demográfico","LTE","PIB (US$ a precios constantes de 2015)","NY.GDP.MKTP.KD","969374410931.456","933248938717.75","960729325841.765","1000392671149.84","1072435653844.52","1143416750192.65","1231340921353.73","1253421591730.29","1318727931466.1","1449890584995.26","1606678284819.25","1743419250049.04","1880703347669.7","2065698379724.28","2169129869977.25","2262764279578.31","2412279229567.75","2564620298868.87","2734879609333.73","2945989716111.26","3163096603630.93","3169151245970.76","3230088187594.25","3286013633723.91","3543197152252.58","3799963671493.27","4020426917871.73","4279066959057.25","4498402022970.15","4711445898400.32","4721842546892.19","4743780140768.94","4780336051181.14","4985629208645.95","5206021937447.84","5497929502265.23","5777107641748","6100326346403.09","6273545940261.66","6563504154756.04","7021847323179.65","7385911567571.79","7827816450178.82","8361745392994.99","9045507192409.57","9745672395015.95","10650476774780.1","11737888014877.1","12550333947713.4","13014212290768.3","14057211132781","15067324874342.3","15943581310747","16838245881772.8","17718152879938.5","18550881244486","19380522752676.6","20408468386025.7","21515458693307","22516142438577.7","22561141956728.5","24241853178494.2","25012141151926.1","26060137413101.7",
"Lituania","LTU","PIB (US$ a precios constantes de 2015)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30889999355.4416","29136787092.1747","22942606101.2088","19219740983.1193","17342731077.3267","17913320835.8734","18837373099.266","20402932401.8633","21928206400.9148","21677880321.5578","22478991899.5918","23945995391.1406","25562688814.3281","28263631519.6211","30120407999.1594","32449428669.3601","34855268683.5691","38726810730.7062","39739293390.5074","33842535273.8547","34401356974.3984","36478857729.3719","37881055682.4922","39225860752.8062","40613283322.7621","41435533340.3883","42479223269.264","44298437189.8902","46067411257.316","48216768505.1379","48204901155.2597","51234439417.266","52484649637.5511","52308255949.6609",
"Luxemburgo","LUX","PIB (US$ a precios constantes de 2015)","NY.GDP.MKTP.KD","8747571197.90128","9082601698.34315","9206004979.55974","9522609483.04005","10271641644.0793","10196151897.9052","10308911561.0465","10331254148.7371","10763500642.4077","11836929271.2045","12045251394.0336","12366526384.6945","13182494340.334","14278311403.8371","14879781670.3836","13901975726.466","14254298216.3453","14478058119.0492","15068034941.5617","15421472491.8961","15551149030.0137","15465469116.0609","15640430422.8094","16107934774.4031","17104522552.5332","17582030272.3488","19337409478.3258","20101425602.3746","21802666126.8535","23938905603.7695","25212438894.5285","27391849518.0187","27890285979.4902","29061859473.6523","30172289931.4379","30604417464.514","31032290015.6547","32714188401.9113","34897700894.5582","37750651303.9183","40369840661.3785","41610952875.9605","42953079582.1566","44078183347.9207","45943524157.4617","47084244317.1613","49917169128.3586","53959794734.6914","53797820276.3277","52055333610.1398","54012829450.8633","54576884723.7121","55477349852.5629","57236975164.3722","58738350255.7597","60071584216.1375","63062062076.8293","63892707778.4988","64671765568.8058","66557495896.7378","65951935965.6765","70679635853.8902","71655146215.6371","70870003856.6378",
"Letonia","LVA","PIB (US$ a precios constantes de 2015)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21642332815.6119","18916432996.6125","12840745135.3085","12200893393.5016","12468082195.9876","12350288663.5402","12669916027.5586","13789545456.7203","14663242477.5719","15067386986.0336","15922572893.818","16929438089.8539","18129418442.5547","19656434376.8445","21284802094.6672","23566610772.3461","26387966692.6328","29011437660.3379","28068821027.2594","24066167841.8371","22993883546.7441","23585679970.3973","25246641848.4078","25753586054.7246","26243463733.7578","27263090547.0617","27908848130.1504","28833322008.4414","29983921270.9191","30160077523.0508","29100311861.9027","31059267821.5902","31976985875.8902","31886638241.2066",
"Región Administrativa Especial de Macao, China","MAC","PIB (US$ a precios constantes de 2015)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","5862889255.91186","6450546444.09589","6996228118.83821","7047479988.84164","7519182720.00436","8593964582.13495","9265224933.83136","9730782078.77195","10507329077.4437","10891834056.9264","12340337134.0367","12980289782.3373","13532348952.2158","13978309793.9198","13919752793.1241","13880908050.0219","13246405261.2013","12934023953.9858","13677292023.4925","14072348858.5641","15326280356.7926","17110355632.5226","21666901975.6323","23416654732.084","26552179204.3975","30396069454.6541","31426904577.5737","31827411272.1253","39823282764.9443","48431741654.2069","52907931558.6008","58597005083.4377","57396760498.8101","45048190598.3249","44742302740.7026","49153906012.5357","52302301429.5785","50961520043.041","23271131888.5223","28748124711.4672","22595465267.459","40792546071.1855",
"Isla de San Martín (parte francesa)","MAF","PIB (US$ a precios constantes de 2015)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Marruecos","MAR","PIB (US$ a precios constantes de 2015)","NY.GDP.MKTP.KD","","","","","","","11518527478.2748","12673702326.0729","13927351920.6413","15091980118.0514","15803334620.7972","16687830454.1229","17094552490.3799","17703000748.8379","18693669512.4223","20106578472.1092","22280658838.0859","23630681317.1082","24158274887.2813","25316371177.7996","26238435140.8453","25780985097.3981","28090283843.6742","28479775173.5958","30307717167.6681","32128499365.9346","35107166524.2958","34993066802.2224","39148576061.2082","40262823843.6018","41636515790.157","44641043473.6915","43704591004.544","43380918430.9002","47974090254.8843","45380875814.1028","50995795428.8466","50199902853.4782","53833649265.2898","54747239388.7725","56160912155.7573","60497559620.7789","62754238001.606","66626866131.8459","69672633474.8662","71896757928.9618","77498104932.5221","80164867241.3167","84721870674.8237","87895356582.8232","90971304769.4422","95997146621.9656","98936909179.3524","103015299181.348","105816536606.04","110413823841.592","110989284688.174","116603009678.139","120177639735.159","123651944968.713","114775951852.213","123982113010.809","125542482435.602","129532155782.894",
"Mónaco","MCO","PIB (US$ a precios constantes de 2015)","NY.GDP.MKTP.KD","","","","","","","","","","","1765494599.9929","1857795717.38447","1944151814.4623","2071566809.92457","2164261367.333","2143210949.79003","2237761460.96672","2317274408.57565","2408889041.16187","2494024116.39878","2536059831.26847","2559451898.49926","2621707737.10144","2653036445.84938","2692421186.58146","2738426578.87622","2805582785.1767","2875289570.3864","3007512678.99083","3132735260.66083","3215547681.56073","3248189614.18961","3292580662.11457","3262489148.37784","3334773663.44428","3405375867.16928","3443200492.1509","3520233452.16959","3643556568.78068","3763813663.99489","3910987404.0302","3996549408.74794","4037573814.13917","4081483913.13074","4182316327.01844","4260763182.64158","4507633843.73748","5158474677.53577","5196627416.06878","4607616461.48132","4702773879.94011","5033019496.12431","5083964623.45956","5570860895.5028","5971240222.22561","6261649890.82388","6447251742.39326","6250989566.82201","6612318443.51693","7080699415.97797","6159422994.34281","7506326878.49469","8339290931.81964","",
"República de Moldova","MDA","PIB (US$ a precios constantes de 2015)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11137693132.5327","9355662201.10612","6633164508.28943","6553566538.6324","4528514463.37445","4465115303.68557","4202697785.43658","4271918931.24013","3992441789.3799","3857966190.08457","3939281163.91139","4179577330.63921","4505584348.12398","4802952913.19777","5158371415.97847","5545249279.88205","5811421236.26146","5985763886.4747","6452653478.32394","6065494252.61994","6496144351.04957","6874100822.53274","6833561915.89765","7451580071.77113","7824131195.57662","7797667196.73087","8159947934.63828","8500675703.95748","8847128857.51461","9161406662.06896","8403210632.93021","9573777856.36482","9093606720.69544","9164831732.38352",
"Madagascar","MDG","PIB (US$ a precios constantes de 2015)","NY.GDP.MKTP.KD","4151435154.88261","4236482815.08598","4332696292.69223","4292428143.03736","4462516417.17832","4442334514.27688","4534048838.45828","4784716703.26725","5111454772.34536","5301663360.44596","5581403272.41878","5800716980.83221","5726895807.58357","5576938281.89963","5688860706.2927","5760465920.10296","5583685378.33593","5715683720.68839","5563543310.52298","6111811047.75423","6170038735.21433","5565374939.11029","5459632815.26647","5508769510.5709","5605733876.77473","5670555451.89363","5781711090.7885","5849641181.11071","6048934315.21165","6295421169.5666","6492398920.48671","6082965417.7811","6154798240.80708","6284044275.81625","6281398611.31878","6386837686.07253","6524423229.10942","6765402319.37305","7030408175.56267","7360783017.34648","7688842733.27739","8148653656.69862","7137571065.48697","7835974694.57165","8247912168.09114","8640170094.37648","9106610406.88934","9626649240.51396","10272850829.8606","9864124029.23054","9925206605.67835","10081868751.8746","10385448752.8756","10624353147.1587","10979121878.0735","11323020701.3017","11775165456.5346","12238318933.7165","12629254472.2012","13186360203.1442","12245161113.1284","12947986307.5875","13439517645.879","13975132286.3805",
"Maldivas","MDV","PIB (US$ a precios constantes de 2015)","NY.GDP.MKTP.KD","","","","","","","","","","","188293031.147242","198097875.499112","202900248.242885","206101830.072067","217907663.006667","200499061.870998","201699655.056942","224395614.312227","257347488.345262","284791556.267057","337685486.469503","377413190.767151","366044706.626398","425550015.658275","540259045.121689","623545614.994598","681913157.861486","742120332.2807","806909973.752304","882168920.369317","1031716819.83009","1046601357.74569","1116418306.06718","1178455091.85775","1269779307.10724","1434670112.36324","1547415774.68385","1677366833.92138","1803080163.51179","1914432188.6946","1988057617.6931","1909655895.78731","2048457065.39478","2330120929.12629","2465649312.33915","2188925391.74925","2705638704.31103","2898372920.14369","3158641500.63399","2900967006.18772","3099261774.94957","3364952162.10918","3444491134.33038","3684339547.22925","3971758368.31861","4129505319.12921","4400906157.06973","4711369798.88163","5119751627.13987","5493408290.20633","3685591962.05463","5074588091.71991","5780294635.25792","6009933940.43722",
"Oriente Medio y Norte de África","MEA","PIB (US$ a precios constantes de 2015)","NY.GDP.MKTP.KD","","235743383523.055","248365107578.948","275268166019.68","302415028239.494","338760561400.01","361501085549.734","390282622942.931","440282854458.261","488300243131.076","573907846732.918","635131662682.883","732798956122.047","820017962758.425","894486407473.136","883496931713.323","1016551432286.69","1058869352684.42","1034840169186.97","1096578799600.51","1107067321626.97","1104584668276.23","1069564923688.63","1047908735387.93","1045321431877.37","1042802101058.73","1053358068022.13","1050502429779.47","1083773889602.49","1122468002704.81","1237749717726.4","1282045690583.77","1358328233497.66","1385967818684.65","1426100674933.28","1468515165324.56","1541202543140.5","1604050198454.94","1674427074161.96","1707847751557.03","1823381054333.28","1851271641791.27","1879466172170.14","1974532808796.81","2129341506963.82","2235376038945.95","2367177382243.85","2489336653102.58","2603249382557.28","2618730057876.23","2751243787290.51","2854349202002.29","2966791732922.5","3031273765759.43","3117146187114.59","3201010427587.39","3340566600581.69","3405949626458.76","3483001040137.47","3531008972396.94","3388945910572.07","3577808167333.86","3783473556301.06","3850820889666.07",
"México","MEX","PIB (US$ a precios constantes de 2015)","NY.GDP.MKTP.KD","152252652596.925","159865285227.866","167322065048.289","180886675666.727","202422104046.083","216794073428.223","230010142144.109","243477063180.694","266420585702.868","275528493192.432","293444689473.304","304485451087.969","329540972152.408","355446582963.26","375980117956.719","397578239618.544","415141036251.609","429216973065.053","467661689803.892","513016316146.838","557939217934.888","611422385105.064","611119202965.59","582860269033.109","603338559533.217","614917928411.617","590751900359.025","602941257829.795","610286657409.907","632412287308.164","665614206222.858","692078394538.287","716775997861.725","737325961811.202","769725007521.97","724231953299.776","769266848274.163","824645415966.33","875650385843.31","899774820109.764","945027051117.631","940766441516.06","938540700989.319","949667522095.5","983527357381.896","1004311720993.85","1052569035045.56","1074439987409.3","1084575522159.75","1016298775551.17","1066822388048.98","1103564231781.62","1142776194808.08","1152513808584.62","1181370028689.69","1213294467716.88","1234800030119.7","1257912134612.3","1282719194577.95","1279495262606.7","1169144480610.22","1236244118120.97","1285063398333.68","1326554712608.33",
"Islas Marshall","MHL","PIB (US$ a precios constantes de 2015)","NY.GDP.MKTP.KD","","","","","","","","","","","45931280.4166394","46992252.0983945","47500634.4724209","63614160.4101354","73361847.8206803","73406055.8089626","73671297.4111764","75461688.2446293","79705581.2991289","81407557.2105973","75550102.112034","80412894.3475258","84297824.9136405","97370734.656136","101135112.45387","94806792.5068624","118074748.914364","129130977.689173","139189049.932299","136834515.699458","140496544.588023","140619936.020972","150661406.858628","159710493.547533","169097840.280228","182986275.105309","164133296.583557","153553817.749023","152518676.757813","150483001.708984","154176498.413086","164860992.431641","170854995.727539","168186752.319336","167022430.419922","170003265.380859","170376617.431641","176197158.813477","162724639.892578","168742553.710938","177933563.232422","177552490.234375","175228561.401367","181555099.487305","179453475.952148","183222930.908203","187151763.916016","194139633.178711","205126403.808594","226373046.875","219930511.474609","222376800.537109","220874588.012695","228000000",
" Ingreso mediano","MIC","PIB (US$ a precios constantes de 2015)","NY.GDP.MKTP.KD","1608797101796.77","1627360405004.65","1681086567250.92","1764010565163.48","1907376098301.79","2024736441101.34","2125913284346.89","2195118703087.74","2331300028514.63","2523302133779.3","2727797259676.64","2897548097731.54","3079905541471.39","3296456427381.06","3494867362422.58","3645619431970.08","3876445375690.43","4055487323924.52","4208800625083.72","4405859801940.13","4615768925454.34","4702740693944.46","4837741691708.16","4916054048560.79","5151178881512.06","5384232027196.71","5583998036685.22","5843569376414.1","6083084116475.33","6273791861740.7","6478074434210.43","6663052985990.81","6951967020695.38","7306799078723.83","7686400045709.42","8037343724013.89","8538085281988.03","9018524227236.49","9314729963943.27","9655798327078.66","10194455360948.5","10563197101158.7","11062688204025.8","11713692974841.4","12614582716580.6","13539295857914.8","14656726618152.2","15958531509283.9","16903219738376.7","17574591103230.6","19012417940303.5","20247207521109.2","21389258178974.5","22596307128747.8","23764754198727.8","24911694910932.1","26108760232490.6","27512321914494.5","28891830558719","30071534704931.3","29706850900038.8","31936711342457.1","33166463950936.4","34672077138190.7",
"Macedonia del Norte","MKD","PIB (US$ a precios constantes de 2015)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7293742777.22762","6843662857.59735","6394362794.22171","5916750488.0266","5812724181.91604","5747928135.67601","5816047055.53344","5899797047.66049","6099135593.62124","6363778789.48482","6653275727.54115","6449202687.04079","6545532200.7983","6691013307.97393","7003757263.7722","7334620965.18469","7711402289.66945","8210598903.42197","8659882989.55735","8628827362.55974","8918648175.61246","9127334379.6944","9085697011.49163","9351477059.69398","9690853712.45803","10064519962.5655","10351178142.8536","10463154366.0785","10764555646.4726","11185494933.6944","10661068595.4055","11141955229.994","11389496636.6136","11506514048.907",
"Malí","MLI","PIB (US$ a precios constantes de 2015)","NY.GDP.MKTP.KD","","","","","","","","2003673126.73715","2077977545.27334","2082777661.34078","2210596786.30472","2267386929.8418","2399893394.57508","2364972166.56115","2328815854.76464","2599541842.20181","2953688827.23107","3141208110.07868","3095237272.84908","3417008148.63651","3269193847.81589","3318519585.06418","3073664839.35989","3129632396.26866","3120650002.14343","3753724875.85562","3854798455.67616","3849433952.80993","4133896383.70809","4306585279.69779","4198817500.53154","4691977172.88085","4540958263.56354","4685005096.54492","4862095199.48081","4906876185.26512","5253094838.94342","5506768067.28504","5923722243.04016","6261430310.34669","6257621170.98229","7219807986.60186","7444077477.87234","8122906029.24399","8249623254.49671","8788717883.93358","9198464335.82615","9519823432.35783","9974218416.28021","10453611496.979","11009109646.2422","11362847067.2117","11267770190.6724","11526373211.2665","12342980316.1789","13104764378.326","13871694399.1238","14607651053.629","15301000921.4682","16028741130.4821","15830713976.5248","16313964499.5084","16880866888.027","17764846569.9808",
"Malta","MLT","PIB (US$ a precios constantes de 2015)","NY.GDP.MKTP.KD","","","","","","","","","","","948894147.982462","972179949.761234","1028938994.51457","1071600229.00357","1179150356.81951","1409793120.12924","1649698878.06004","1850700990.57358","2057260655.76681","2273083204.62978","2433329006.23103","2513915073.40541","2571344264.25947","2555597606.11386","2579680815.1817","2646372778.75415","2749189389.50134","2862195216.66578","3103027085.44141","3356826946.97414","3568018054.00224","3791250821.03993","3969095835.33046","4146941071.52367","4381289054.8721","4659172014.52131","4835164585.21951","5089348227.44137","5350207922.81337","5602736392.92752","6705426034.8883","6626657619.86641","6796648861.23412","7073548929.66174","7083470893.27635","7323146769.70907","7506968208.51333","7865403855.12886","8166362456.48445","8073766224.05119","8521346758.81987","8561145756.93887","8913668601.63593","9401545409.21835","10119215994.2817","11091483659.6156","11466536686.6044","12712865430.6498","13655685833.2782","14628552562.9552","13435333893.8225","15116624479.4932","16337373402.6941","17254541747.1569",
"Myanmar","MMR","PIB (US$ a precios constantes de 2015)","NY.GDP.MKTP.KD","2819978877.23361","2833276800.09357","2949069211.3479","3342749157.91727","3145726892.78755","3482088443.98053","3313145218.39469","3116832787.0471","3492702255.79277","3607672972.16728","3787310936.31615","3943725455.64316","4039788351.92405","4000678162.32063","4214409419.87956","4389421587.10108","4656315811.77064","4933473074.38062","5255027822.25476","5528356400.98038","5967227079.11624","6346489388.20977","6702138810.88672","6996435937.6075","7341551093.93563","7550858733.14689","7471019822.19044","7171758277.44961","6357588759.57849","6592520573.15568","6778227478.7295","6734127184.6481","7384707336.70028","7830700106.7998","8416276599.95319","9001043827.20066","9580955459.25851","10122431105.6912","10716234490.6459","11889140284.792","13523413252.0595","15057508855.1318","16868251605.3361","19203491833.0403","21808380518.714","24767548771.8286","28006178558.385","31364521323.4726","34581048770.2412","38229352561.0607","41912536386.4647","44256068472.7859","47501220126.7123","51503673421.485","55711475876.2459","59607290407.6191","63101751663.2419","66973743448.908","71172235145.7539","75854734833.6027","68991135073.5064","60700903302.881","63151698289.3327","63784628823.7795",
"Oriente Medio y Norte de África (excluido altos ingresos)","MNA","PIB (US$ a precios constantes de 2015)","NY.GDP.MKTP.KD","135923814402.315","140492377628.582","143731348927.765","160479522216.592","177495196516.474","199697231765.837","214404234811.63","231316172555.431","261771704016.67","292608815225.787","317109545997.243","336808927877.36","381438837467.331","401578300729.903","432955185035.798","445966107402.191","518433822518.098","526047484343.686","511200749001.583","506124825709.817","481474614642.825","468504884416.193","522800803023.296","546109727888.725","543138291015.969","564130113360.749","547515631801.335","547999765127.892","552187271188.524","565670799089.985","627559533813.186","630830685056.271","658949986188.488","668831225667.293","682471296034.988","700028201061.516","743294211952.657","772588383753.108","818614520634.563","853951407650.311","905470809654.52","930584163914.673","959827773253.48","981737387572.603","1057622855406.3","1104916771760.96","1163226783279.24","1233197527306.58","1279026139377.67","1311661093658.54","1381952375042.36","1368948139565.67","1417641672982.87","1424110103872.06","1450108942301.72","1460582775148.29","1539473127853.99","1587534807247.78","1616392915971.94","1634378096944.07","1562419078513.73","1659621195547.74","1732831925443.68","1780087887093.38",
"Montenegro","MNE","PIB (US$ a precios constantes de 2015)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2736010099.90435","2870074754.75588","2600287781.64139","2680896704.41373","2710382244.12711","2761986207.28668","2830556912.75965","2955838797.30471","3079410727.33931","3343205923.09283","3570883265.45237","3828799329.0696","3606916694.21482","3705541738.49878","3825173338.5745","3720983620.19194","3853040581.41813","3921767211.59682","4054730077.57718","4174315433.82382","4371195571.75916","4593160022.61922","4779777587.71771","4048142110.54292","4576160079.60802","4869340027.24234","5160619234.92778",
"Mongolia","MNG","PIB (US$ a precios constantes de 2015)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","2484401291.11981","2691653428.46928","2848685511.08964","3017709971.3509","3190107887.21565","3489180326.59186","3609858808.62016","3794249397.05414","3952780563.85351","3826905840.8639","3494212069.76499","3170771527.90814","3070296387.65315","3135828262.42822","3335782058.86711","3410339918.29364","3543231097.14284","3661572769.35615","3773996564.97664","3817248910.66296","3929961221.71521","4115965440.05725","4404273778.31917","4872245746.85238","5225662152.64429","5672782077.14901","6254129712.42599","6810770268.31901","6724368909.15607","7152385862.09146","8389088993.66654","9422609644.69237","10520241544.9149","11349786311.9875","11619892590.6941","11793003947.8926","12457761002.7432","13422599720.3616","14174566537.4555","13528524951.0287","13749955731.6936","14441951078.838","15456208129.696",
"Mariana","MNP","PIB (US$ a precios constantes de 2015)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1607115151.51515","1612630303.0303","1562993939.39394","1364448484.84848","1270690909.09091","1185757575.75758","1054496969.69697","869187878.787879","881321212.121212","816242424.242424","822860606.060606","844921212.121212","880218181.818182","910000000","1175830303.0303","1448278787.87879","1169212121.21212","1036848484.84848","729103030.30303","","","",
"Mozambique","MOZ","PIB (US$ a precios constantes de 2015)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","2851825334.41035","2994416685.38606","2787801950.79647","2350116987.73069","2197359386.36335","2219332908.17769","2168288339.46769","2487026734.54217","2690962806.89323","2865875511.88323","2894534061.65469","3037102925.87601","2806992350.59937","3114089525.00613","3314642610.85013","3385008953.52437","3747066497.85064","4189780379.08586","4624228447.72781","5170672900.3853","5210292403.59676","5879902615.65954","6448401314.435","6913827631.93056","7481086789.73586","7953294766.92377","8741520167.29262","9410189984.44687","10057425620.5829","10653727556.9369","11365367724.1329","12176179697.5618","13149604768.3812","14013719723.4859","15093136077.3533","16208985769.615","16970320249.5828","17418032489.647","18025039081.792","18442825951.572","18217911538.8922","18651030678.4388","19464178351.4743","20437391974.13",
"Mauritania","MRT","PIB (US$ a precios constantes de 2015)","NY.GDP.MKTP.KD","","1064724230.32223","1072460605.78917","1051185480.03472","1342268056.65914","1558887711.86624","1562488149.58444","1618224178.37926","1783225478.26621","1805489620.58425","2021894363.43351","2059155580.44523","2044063867.18428","1950348507.31453","2187561810.55532","2075244195.93978","2252596742.48301","2210279602.38988","2199124015.48829","2304462931.9103","2382151221.76449","2464342309.50784","2406678569.34866","2496576245.40724","2416015114.01473","2488368980.43028","2630543916.76751","2680534356.46847","2726650215.28905","2856918258.4294","2806313535.8059","2856492871.22666","2910027139.12585","3080951582.46319","2986651904.55419","3279935160.78821","3470788901.50601","3330406023.43253","3422918201.28751","3548648090.6789","3409611140.12319","3382351509.91544","3429078153.56307","3666653931.15854","3840187785.65018","4169149302.27254","4933487730.44979","4836326500.63854","4820314429.77919","4825032354.55917","4951459276.6896","5158072941.65405","5388639482.10054","5612311839.11217","5852228252.89076","6166863896.68677","6244622451.96817","6636194355.30261","6952885075.21368","7171275533.99903","7145411799.62139","7198481880.56977","7658250580.82689","7917371715.89145",
