"Data Source","Indicadores del desarrollo mundial",

"Last Updated Date","2024-11-13",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Comoras","COM","PIB (US$ a precios constantes de 2015)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","396529307.994163","411854884.041471","438144886.910525","459269612.738852","478146971.578871","489048534.988356","498182064.928018","506341211.977644","519948521.423169","503412824.689849","529042761.730169","500497533.946274","543194887.415283","559523658.749913","529998809.458295","549132860.565044","542039772.214999","563884807.975476","571116719.694262","582107339.60445","645253637.219987","660306805.1475","675658574.28325","689873563.380625","703116788.896809","723068064.362942","742207354.087379","748145327.237139","777806380.588655","803013068.751461","833349029.459484","867878902.285847","895376863.0776","935366608.181981","955071579.822191","966029600.862227","998106097.535826","1036191459.47692","1073934227.08421","1092843848.73706","1090706717.98077","1113744577.03551","1140337216.68194","1171138792.01644",
"Cabo Verde","CPV","PIB (US$ a precios constantes de 2015)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","188081994.534515","203977861.688003","209740297.642872","229709146.511754","238399665.304235","259002370.873772","266439508.50184","277920556.721491","294587049.288334","311372470.197332","313527702.86048","317930092.634861","352704163.840723","383418741.333134","456968584.432283","521911297.414696","581130092.023103","645742611.607662","726572059.757413","808112687.727471","923550525.289887","944160982.565559","993737848.225922","1035238917.7863","1140802982.16763","1219660508.68448","1317035160.01005","1516838454.63714","1623608884.79583","1599196517.15668","1628564468.24228","1692481034.54407","1710821579.61286","1721636311.15762","1733630380.4449","1749857620.35329","1824764034.95256","1907814790.72833","1978536809.77854","2116002111.09658","1675762033.51382","1793627260.6","2106419343.41834","2214881716.09068",
"Costa Rica","CRI","PIB (US$ a precios constantes de 2015)","NY.GDP.MKTP.KD","4791476273.00693","4881521363.3093","5147192860.96861","5502293755.8594","5703625342.77221","6170782350.3445","6600843859.04663","6973799848.89071","7564711134.63747","7980149936.3842","8578911306.91192","9160433275.37886","9909577643.06489","10673498640.8849","11265333466.0596","11501913472.8082","12136538956.2427","13217233964.4766","14045648796.2217","14739380800.5486","14850205527.2667","14514345036.1144","13456892435.8663","13842162284.2742","14952872322.6684","15060772507.9241","15894574652.88","16651876951.8824","17223393910.3554","18199267197.9746","18845898693.6159","19272881737.4987","21046199579.2662","22539888610.4791","23558472573.2852","24537080462.9033","24868443805.534","26230281013.9409","28107138561.467","29291801376.4737","30425018595.5798","31487207677.9984","32563086642.8443","33968893662.6393","35471881195.2044","36882479564.9514","39584746510.5129","42836685682.0426","44866362761.2092","44474474850.2452","46858459461.7851","48921712048.9971","51310359848.4956","52590433318.8974","54453244251.2856","56441920821.0806","58814921623.3502","61260269009.4174","62862779083.6335","64382494196.5155","61631202099.096","66522107767.7217","69549856034.3756","73105190309.2925",
"Estados pequeos del Caribe","CSS","PIB (US$ a precios constantes de 2015)","NY.GDP.MKTP.KD","7357579349.99145","7900307907.80991","8428676837.81554","8485517936.65601","9212471047.7896","10188564841.8532","11062297166.83","12038158962.8938","12829597414.4963","13775523162.7372","13924103942.5134","14324075561.259","14158204899.977","14572781096.6264","13689839991.0328","13223774317.8009","13861751515.7916","14630825152.8984","15661941572.9736","17159631077.3367","17607870519.4666","17284993122.7581","17089242134.2259","17142301808.3756","18179387190.4864","18837057507.77","19447977328.9014","19837626454.1246","20603022873.0718","21559227850.9246","21371096447.7926","21160031395.8337","21045809370.4595","21236688956.5","21940108140.1888","22563065940.5055","23478416120.972","24274699187.8964","25143084645.9345","26134096061.5364","27090332442.0217","27442399884.8738","28033722049.9135","28552168397.3725","29358312950.8216","30321447575.3142","31672647931.6554","32717896388.558","32895286081.0716","32040067806.735","32357745230.0386","32913277781.7889","33679509557.4394","33704374341.1243","34298860339.6583","34538256117.6859","34701264113.7716","35375599998.1099","36398366424.9682","36771323459.8197","33390765519.0438","36878107871.9347","45167649111.1701","50911102458.1349",
"Cuba","CUB","PIB (US$ a precios constantes de 2015)","NY.GDP.MKTP.KD","","","","","","","","","","","23120654813.2269","25105299224.9614","26317053148.5303","27220909321.8834","27488896946.333","30093861942.6797","31727344869.416","34490638878.7051","36765640923.6433","37165718488.949","35363388173.5407","42325850268.8874","46100569046.7715","48595287844.2588","52448756410.0218","53286192380.6287","53336975926.0497","52055729737.8622","53984675578.2487","54351816305.329","52749217702.7609","47108903626.7075","41653408481.7606","35456139102.318","35710334910.446","36587809678.5466","39455836535.5649","40554060177.1593","40618600362.1102","43132386147.5887","45683563278.5995","47138598430.4616","47810239203.2308","49623557376.225","52487103646.4153","58366528733.1457","65408954114.9466","70159041951.1157","73047369063.91","74107509498.1477","75878940053.321","78005296225.1446","80357078126.4622","82564971264.2729","83429902609.353","87132800000","87579654548.8907","89164663930.9702","91169039692.7712","91020354637.1474","81054459000.2587","82070633423.4249","83527267339.326","",
"Curacao","CUW","PIB (US$ a precios constantes de 2015)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2881155239.82198","2861109495.5201","2872469966.14033","2880748042.0172","2886753280.29916","2906280011.14055","2953824854.02756","3026783241.75244","3093010563.026","3076577142.96825","3079109369.28215","3094765331.25038","3083966122.11675","3064361444.8473","3044829285.48859","3058779217.87709","3026120372.58291","2987500779.24655","2924640436.8364","2830872595.0303","2320226839.95601","2417676367.23416","2608672800.24566","",
"Islas Caimán","CYM","PIB (US$ a precios constantes de 2015)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4633485696.50699","4780025489.19621","4762941612.47161","4419986821.73072","4299956032.00849","4350225213.89143","4403722268.68141","4460060434.88737","4578454046.88869","4708167255.28727","4860710632.08443","5015477958.0794","5229501727.25244","5434269999.23381","5165012391.41422","5418352610.05388","5697740746.84313","",
"Chipre","CYP","PIB (US$ a precios constantes de 2015)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","3097694991.07352","3725482909.04083","4335046458.0058","4672200506.94021","5135008569.8328","5430438178.30763","5567122222.59439","5902358121.68756","6231838476.74051","6777616308.64461","7108536188.34239","7371832835.01909","7892671314.34355","8575133068.88439","9256635383.77697","9941996621.91866","10015517806.4448","10956976381.7297","11033675269.8877","11684661967.4776","12661788237.8619","12819880993.0485","13158440542.987","13962532678.7884","14660374536.0501","15534911370.45","16148938147.3364","16750156089.5848","17189560609.8614","18053567045.4399","18929707347.1154","19822021318.3638","20832561533.8653","21592285885.8264","21157144675.9068","21640277594.6677","21730455393.317","20981323710.7511","19599182734.0571","19251089114.4783","19909269064.1204","21218020833.6544","22434550995.3486","23701579256.48","25013996094.0726","24152615030.3649","26546456011.9976","27889209738.7815","28577218405.2537",
"República Checa","CZE","PIB (US$ a precios constantes de 2015)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","120142052583.973","106187622460.491","105649737161.441","105715138858.682","108790719365.821","115863001168.759","120805040906.55","120178870877.585","119750353168.352","121407876416.485","126265440317.089","130107668072.565","132150170232.227","136886020631.13","143476070938.564","152947812388.841","163297687890.645","172393922455.409","177025133390.924","168780486813.354","172890126530.82","175933614512.933","174552528075.614","174472402052.95","178419147314.396","188033050459.881","192803983942.274","202769490319.63","209298846486.102","215640347578.637","203773728339.855","211013852329.895","215974795467.249","215302078357.64",
"Alemania","DEU","PIB (US$ a precios constantes de 2015)","NY.GDP.MKTP.KD","909411445730.986","948501947115.319","992355659168.262","1019499527829.73","1087188892209.19","1144202861287.28","1176379919903.15","1172494848923.69","1238960921045.95","1330868315234.92","1398784449060.79","1442604165833.27","1504641069065.52","1576525098914.39","1590557256007.34","1576771277634.57","1654809762173.58","1710199854384.86","1761651094839.98","1834766016070.68","1860614725103.57","1870461852829.7","1863076506757.72","1892371711215.94","1945792376994.39","1991089163868.88","2036632127244.51","2065188797761.24","2141750213307.76","2225204617485.91","2342139255489.1","2461781853866.62","2509123803633.37","2484613432320.15","2544042703990.73","2583326450250.06","2604143486148.1","2650813925428.06","2704199536146.72","2755234843518.92","2835481139992.39","2883158861645.24","2877450961484.29","2857305447168.18","2890881304361.69","2912034089955.56","3023170179485.12","3113153483420.82","3143035994104.02","2964076668605.51","3087971590525.68","3209180426118.17","3222610768995.58","3236712633454.9","3308229204839.04","3357585719351.56","3432459876455.05","3524457734041.38","3559040862512.65","3597317337494.24","3459656323000.82","3569113619670.71","3633579269920.31","3622499230389.37",
"Djibouti","DJI","PIB (US$ a precios constantes de 2015)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2105985489.12352","2254700565.11536","2424391785.43897","2597091693.86547","2738843335.30256","2869607134.04835","3028730597.33671","3068599693.60668","3207372442.69767","3326961776.90297","3549091358.52375",
"Dominica","DMA","PIB (US$ a precios constantes de 2015)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","211483620.878433","233764997.590828","190847414.307874","216388871.625342","239822338.77166","249721445.869094","256105120.23098","266852947.640132","270644749.812769","289788417.807227","308066999.366595","332147435.33422","331512580.33282","349473877.455821","354183964.059404","361371847.187073","369182589.257494","369309888.895428","380503164.202399","392314752.036481","400889291.93451","416019763.186175","417492801.853705","427263049.065191","426990264.12676","414914984.185527","441275102.069287","454737038.78088","457719487.441064","479046723.210763","509480429.508433","545760826.319816","539377658.76052","543005698.441659","541791805.465639","536054228.927297","530694004.887119","555922065.276388","540737037.037037","555681105.24744","518900602.715599","537309039.644082","566874380.554411","472749937.548637","505325005.612993","533540061.078087","558681739.570186",
"Dinamarca","DNK","PIB (US$ a precios constantes de 2015)","NY.GDP.MKTP.KD","82924593115.5163","88214213991.4064","93213156629.3603","93806944230.1597","102502790001.223","107172053277.311","110109542919.646","116199008042.65","122651628016.229","130635327158.753","132721366598.942","136709637791.281","142081486258.605","147896804897.978","146236819663.335","144106668435.121","152644421028.959","155499315943.771","158961210494.935","165111596943.141","164314130489.675","163219594375.45","169233539427.689","173626963822.703","180860502606.804","188101708262.83","197326551524.823","197828286475.179","197801379443.834","199077569084.282","202014449528.001","204829791576.421","208838324345.416","208860644214.547","219998060186.398","226658693444.805","233232021689.227","240837461729.208","246179618941.138","253437048662.499","262932986641.725","265097327404.035","266333597050.533","267372454034.624","274506537368.942","280920770514.868","291913222677.846","294567411335.295","293059176864.39","278680088475.415","283894168259.757","287689202382.588","288340817827.024","291032020819.874","295744975353.148","302673070846.857","312497708532.463","321315569939.823","327708263102.566","332602543274.049","324538552442.96","346751664744.814","356222057631.887","362953266629.809",
"República Dominicana","DOM","PIB (US$ a precios constantes de 2015)","NY.GDP.MKTP.KD","4530917998.03847","4426106594.08748","5180635649.14625","5517527341.23116","5890780623.62634","5155503169.8201","5849606339.42794","6044254464.00907","6058691799.51806","6718570934.91644","7943143553.26801","8806679709.40857","9722060448.11927","10975794392.7203","11634550915.0405","12238762621.0264","13062201580.0288","13712932241.9737","14006482881.1803","14641172536.7581","15807889290.6358","16484446003.5853","16764468710.6172","17540319328.148","17760081282.9291","17383117345.8908","17995349556.5899","19816005179.2607","20243230984.6102","21134042221.48","19981325537.0055","20169977001.9494","22433236554.9309","24085335186.6972","24711639228.2533","26116602360.5497","27677807175.4716","30137054814.5543","32160600643.062","34070956123.7845","35659263104.8034","36536308517.4776","38178653364.9485","37664880865.2421","38632918879.6179","42275322011.052","46153810301.3096","49576554587.8018","51167716220.0417","51651842211.298","55959425617.5869","57712871132.3848","59281142164.8033","62171219427.0016","66554578678.1207","71164826836.5281","75903835172.1732","79446042998.4211","84993384865.6436","89287393475.0793","83287066903.7897","93508047621.0655","98050971574.0699","100365578190.532",
"Argelia","DZA","PIB (US$ a precios constantes de 2015)","NY.GDP.MKTP.KD","27287513102.0047","23574926517.9692","18934192372.5433","25431219789.9959","26916253746.4384","28586918218.7114","27213325104.7285","29785790538.9709","33001535545.8453","35784647535.9509","38956118145.1136","34541720238.0438","44014431054.1345","45692778905.9591","49117415081.8799","51595556464.0758","55922750141.4972","58863496043.6834","64287670491.7832","69094990985.1251","69641260801.0537","71730495901.0051","76321250590.2714","80442600430.4894","84947383262.7469","88090434111.5653","88442796731.3778","87823699342.1405","86945457526.6161","90771059536.331","91497228539.25","90399261261.3893","92026450045.4836","90093893897.2523","89283051957.9535","92675803280.9503","96475509797.8939","97536740346.7102","102511117624.462","105791474981.317","109811551032.014","113105897561.985","119213616030.623","126962501072.824","132675813621.228","139840307556.303","143895676475.62","148356442446.051","152065353507.158","153890137749.297","161276864361.726","166115170292.63","170101934378.987","174524584672.944","181680092645.155","187493855609.345","194806115977.968","197728207717.835","200496402626.147","202300870249.603","192185826737.123","199488888153.133","206670488126.993","215143978140.214",
"Asia oriental y el Pacífico (excluido altos ingresos)","EAP","PIB (US$ a precios constantes de 2015)","NY.GDP.MKTP.KD","288837284903.476","250340227711.343","248737317499.086","264754561619.043","293307936719.016","324931807360.237","350933740305.365","345948479515.369","352084271845.879","392167362415.956","444881285491.797","475015646845.829","498309720211.538","539505134657.793","560327090445.344","598597317092.858","615529058124.97","661159951676.73","722030495702.804","772594560270.37","830528188217.354","876809517237.949","933016636967.326","1005087003892.34","1104978494053.04","1192161661158.6","1277091703724.02","1394310381431.11","1530105096392.36","1618092371517.37","1701452842983.78","1837628531111.65","2043105964826.74","2273292642066.86","2521882969438.62","2770894461502.44","3022019742641.24","3243915434537.28","3337786126760.75","3550700421832.52","3822207502176.93","4088976459238.08","4418553311456.91","4813781779915.08","5252860524732.03","5776936189996.92","6416934589465.55","7218197445879.58","7840094823908.57","8466123762433.24","9306085900640.4","10110406991550.2","10876806724051.3","11670675250244.2","12485793949796.5","13323235973753","14197868027071.9","15150217910078.5","16138768378948.5","17071894504491.4","17284768538758.9","18599059076024.6","19233959880188.6","20208837394482.1",
"inicial del dividendo demográfico","EAR","PIB (US$ a precios constantes de 2015)","NY.GDP.MKTP.KD","1026248703119.89","1075269708538.58","1118402030787.86","1177788680187.01","1276162568373.38","1354586209107.73","1413234013311.04","1493170346547.23","1601040055518.12","1708918781382.77","1850586815403.33","1957569687219.22","2097160719573.39","2249018490714.03","2404983069559.2","2464582317621.12","2643838990724.66","2752389671042.76","2794590888369.22","2912883858186.63","3011917723708.96","3120720721613.52","3119593457949.02","3125103101778.05","3190177588047.25","3220673040849.45","3300825899845.25","3387774074172.23","3508480771498.39","3589727678696.79","3785392004246","3967124554302.14","4127592772211.43","4268609182539.37","4414370279436.69","4522959510535.95","4783032050160.7","5013086789663.6","5136503323088.17","5243973504125.56","5476185999113.42","5532640212953.92","5630749228263.36","5930409137463.98","6295064360246.18","6663636390227.52","7065320969181.32","7466090230545.67","7723283995603.19","7772344204821.99","8278589122425.45","8685763427139.76","9049061420755.04","9416272292113.15","9804296400341.37","10237020101449.3","10689462003488.6","11184690654966.4","11614206226726.4","11893210924418","11373681249783.2","12240510945429.6","12923869261029.3","13446481909301.9",
"Asia oriental y el Pacífico","EAS","PIB (US$ a precios constantes de 2015)","NY.GDP.MKTP.KD","1191606192529.81","1237331428290.31","1304764506005.58","1406065219162.86","1552253823172.81","1660445725547.71","1803368641986.77","1935858583035.63","2116402743058.87","2359276291833.92","2451078644585.93","2580477535972.85","2765308378839.77","2977278791401.53","3007089169048.44","3114427259837.25","3244439837136.97","3412613889461.94","3610290293162.34","3823162824820.2","3967627112587.85","4152832436362.38","4325105063987.8","4516601037901.69","4794835201195.59","5068099507643","5317504929142.33","5650700211238.36","6080304319161.32","6394113134238.8","6718131802496.07","7044260776591.64","7343233450491.91","7651556806559.48","8052377510203.26","8508861422186.8","8987120178121.61","9351495995274.39","9393668339867.26","9744746532574.89","10270596582064.1","10609427931613.4","11073829202586","11621712803327.3","12303633535831.4","13029461931502.7","13870354650881.8","14905994789504.2","15559615209859.4","15958088729709.5","17172434417660","18110370913165.5","19049041517692.8","20048175336118.7","21002208714674.1","21995274219766.7","23020051618059","24183294992276.9","25334215440032.6","26337506591709.7","26299398110105.9","27935519503121.7","28741746859180.5","29918772726955",
"Europa y Asia central (excluido altos ingresos)","ECA","PIB (US$ a precios constantes de 2015)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","684179756907.892","706724159555.931","715502547804.695","735231414761.783","700776400368.259","667681662537.48","653985289401.373","588528236819.48","594002571737.581","617441093001.44","651605546287.796","666357341856.377","658446477500.006","703081344363.703","702145499922.265","747055214183.28","796371472095.407","873090830970.203","946955593520.428","1024876180534.08","1097388237593.96","1130997574688.45","1091960326582.79","1169134436759.08","1269523863781.91","1320946537042.54","1407943819423.41","1455432542973.67","1507646946545.93","1549639951602.88","1639851782369.43","1697467845289.84","1735613765851.66","1741186364875.19","1897899494837.44","1956309547293.38","2046428698058.45",
"Europa y Asia central","ECS","PIB (US$ a precios constantes de 2015)","NY.GDP.MKTP.KD","4841007886663.48","5092746597527.15","5332303768204.15","5592430943755.24","5920590862531.53","6184407332417.5","6420421153017.95","6643210642574.19","7002014336879.66","7418555060576.78","7788367004796.96","8078761677066.56","8456289176105.05","8953141000300.12","9147887337773.58","9073829599323.86","9473720283725.33","9746222717134.13","10049941279132.2","10421883396994.4","10576007289113.3","10629391336357.6","10731962618734.9","10941268438557.9","11231056115760.7","11542257825765.1","11859341567438.6","12226054446483","12739748032645.4","13187041759526.9","13489516017708.8","13510069455827.8","13414136917577.4","13308553200730.6","13470117884492","13759669955710.4","14005066914389.7","14435867093119","14815270022141.3","15241634298511.8","15905445847669.3","16264647025891.4","16522326443743.8","16818891610715.2","17355561739589.9","17819272878179.7","18507994058725.8","19183830099905.9","19378847786143.1","18514961546429.2","19007325057036.2","19453537274096.5","19523567806632.7","19689092523458.4","20068422653416.8","20481460301210.5","20870571514436.2","21477638524381.4","21936065952377.6","22332068149675","21112191497351.7","22489519607940.6","23199625889137.4","23423277925071.8",
"Ecuador","ECU","PIB (US$ a precios constantes de 2015)","NY.GDP.MKTP.KD","10979942382.2836","11542600183.4722","12110397647.3844","12365487217.9916","13281429196.3751","13716406958.1844","13669836239.7627","14301529479.9754","14574608375.5408","15255131525.2952","16303453382.8907","17329365500.6706","18198890797.7083","20737760204.4796","23062154053.5572","25592569112.3936","27485699466.238","27926801545.9899","29520535222.8396","30622846296.3606","31758550581.5345","33541114872.0274","33747340858.3798","33633656605.9896","34516632002.0147","35874861958.5026","37117847903.2222","37021676038.7375","39202425756.0096","39596715108.6383","41053840192.362","42815601042.5527","43720855866.0155","44583563698.1488","46482043508.071","47529074209.3524","48352157770.628","50444773769.5725","52092567137.4092","49623699412.4067","50165491738.8835","52275588700.0666","54851779632.3615","56433979416.1321","60289773139.5514","63544590361.2542","66303144898.6572","67564514887.9228","72000071699.6601","72785601820.191","75718234074.2169","82140258351.3877","86890603905.3287","93156490881.1886","97093344927.4784","97209558000","96540800718.3398","102304671535.156","103373034664.296","103544017315.435","93971273121.5556","103197765280.136","109581722560.167","112162610913.166",
"Egipto, República Árabe de","EGY","PIB (US$ a precios constantes de 2015)","NY.GDP.MKTP.KD","20297834751.4006","21345429171.516","22172696194.2249","24504840915.7367","27324754469.0178","28667504459.8474","30114182469.217","30356681177.7681","29868912347.0307","31445846805.506","33206347267.8944","34553643778.9615","35609492777.1899","36858257210.5992","37432854799.1031","40779032775.3912","46194361685.8462","50353260517.1415","54698126368.8115","57185627388.6456","62910668708.9438","67533693105.5519","74224371654.624","78005663121.4707","85607909951.005","90565897013.7447","94862819134.7855","98498676314.1283","103878004711.494","108989704831.653","115166183182.763","116462268700.452","121671461982.01","125200896556.916","130175343748.458","136218680413.819","143014263359.029","150869114035.837","159280817658.317","168922784450.994","179683172290.126","186035425185.306","190482051409.279","196565009504.224","204608590453.732","213758163784.665","228387426639.909","244575133304.554","262077623378.478","274326082660.557","288446290410.386","293536132736.188","300070833530.761","306628779734.432","315569804751.828","329366576819.407","343682967577.042","358053111989.475","377141312302.884","398080548970.536","412213064649.318","425777537422.235","453827104224.859","470886489666.426",
"Zona del Euro","EMU","PIB (US$ a precios constantes de 2015)","NY.GDP.MKTP.KD","2684236042777.24","2838503627176.83","3002027904912.64","3149397562607.14","3334715917982.51","3503056330716.18","3657637491622.81","3784860790544.61","3999092017720.74","4284355795257.6","4524152530993.83","4694845411219.05","4924480675172.55","5227416538749.92","5395409696952.52","5353723656250.75","5622863787482.57","5796363107932.67","5977414576371.86","6208948808427.25","6343019481276.79","6376247528691.42","6421690501637.46","6510965687333.53","6665839655360.88","6820010884448.1","6991031693493.97","7168148612270.72","7476800650642.45","7783313921196.65","8063797734202.15","8250385894964.4","8341745660496.41","8280324721003.01","8482943755882.5","8689969585751.56","8838314883872.23","9078842210333.18","9354179396979.66","9629997828240.98","10001829204485.8","10221791939291.3","10319874305653.8","10392388688751.6","10631610967064.5","10811598156883.9","11161807014416.5","11497906302597.5","11546740434740.2","11023194133278.1","11261812158442.8","11454906875037.6","11357464648713.8","11332572294999.1","11491033218395.8","11727106023830.5","11945908763905.3","12259920064925.7","12479242097863","12677715217553.7","11903098048525","12612919829083.1","13045053754199.3","13103343887030.8",
"Eritrea","ERI","PIB (US$ a precios constantes de 2015)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1154926145.9126","1310318715.90375","1588386838.47483","1633788955.24089","1785058837.07344","1926233510.02823","1960377599.52023","1960641860.30086","1899038769.45137","2065307884.56551","2127379250.62751","2070886355.8446","2100950149.6029","2155038051.30131","2134151053.76576","2164601595.02151","1952837971.21425","2028539764.99879","2073049788.74561","2252986366.41081","","","","","","","","","","","","",
"España","ESP","PIB (US$ a precios constantes de 2015)","NY.GDP.MKTP.KD","189359206639.356","211776826171.31","232855901480.808","255201915444.917","268749335273.203","285554593747.964","306246051827.51","319538166865.756","340618164081.154","370957076939.941","386704096414.729","404683801625.874","437664502790.704","471751850974.362","498258576598.269","500960150616.396","517510829852.726","532200759443.856","539986873776.567","540211219502.078","552143016545.967","551411601239.184","558284735137.638","568167021108.246","578307026952.115","591732054153.262","610983001511.047","644874977788.821","677726999867.622","710441087303.86","737305660791.841","756077467226.836","763103054853.539","755231709959.596","773230356774.81","794552137824.609","815691686929.687","845892627812.5","883053543058.203","922707533769.14","971112252648.437","1009306124395.31","1036869753137.11","1067788548860.16","1101132739762.11","1141347034482.81","1188172916518.75","1231003442635.55","1241923268505.08","1195188366526.17","1197135561649.22","1187386271879.3","1152252436684.76","1136082395816.8","1151939554049.61","1196156971279.69","1232493518447.66","1269169576560.16","1298163367417.97","1323918490148.05","1176072568933.59","1251378537358.98","1323591183845.31","1356724567298.05",
"Estonia","EST","PIB (US$ a precios constantes de 2015)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14589704716.0799","13422551157.9029","10581177448.9289","9973765569.02931","9809953987.5333","10254019388.509","10760877052.8203","12165173094.8168","12693120380.1531","12639171425.3594","13914164835.0824","14749525966.5371","15748270637.7266","16945180968.259","18098132398.0648","19822237764.1937","21757994918.8512","23407063928.1871","22205813183.2266","18957312552.2555","19420679530.2801","20831219910.825","21503693454.807","21817309477.984","22474308645.6805","22890762090.1508","23613094924.4117","24980775931.5047","25926098666.5234","26971876698.6594","26711487337.3844","28647890228.5441","28515822690.1473","27658753938.9875",
"Etiopía","ETH","PIB (US$ a precios constantes de 2015)","NY.GDP.MKTP.KD","","5263329225.82333","5491025655.43628","5739145003.61153","5973903904.17119","6318713576.23511","6777237221.55081","7052500667.14681","7344628492.46474","7446620220.12455","7705965802.72345","8208893824.00421","8555896866.55545","8993092031.63457","9287495137.54101","9403229559.95535","9417222535.57456","9673906039.88492","9938971677.88333","9829567086.06618","10461034808.9133","10919390083.4654","11019413209.7012","11926862517.7355","11587182914.6542","10295866350.4472","11290613046.4569","12855416412.1834","12920165915.2807","12873518408.2293","13224508680.3701","12280612057.8476","11215578415.0916","12689623265.693","13094417753.4806","13896779695.8913","15623617690.3741","16113247315.5274","15556028804.3965","16359053695.2448","17352574603.7583","18793064976.1136","19077728362.3105","18665390025.6039","21198769337.7279","23704202269.324","26272487888.3487","29282307975.8989","32441436121.8563","35297110794.6214","39727088219.906","44167899823.5539","47987456602.7123","53065618849.7063","58508820967.9287","64589328550.5953","70682351658.2336","77442545814.9282","82721144195.2914","89640011587.0442","95071775775.7639","100435279209.681","105779617467.591","112653319434.836",
"Unión Europea","EUU","PIB (US$ a precios constantes de 2015)","NY.GDP.MKTP.KD","3071476147846.36","3248241322107.7","3433227252343.22","3598287726297.04","3814594637346.63","4014835317433.71","4187220968991.74","4336791307437.38","4578095525063.65","4899707348013.15","5169598186905.65","5358851132330.06","5614672755252.45","5952593183482.76","6138658696683.39","6102657449758.49","6400286901557.29","6587773025581.46","6789786914847.54","7051719083394.69","7196447603768.51","7235305296104.67","7295876744403.71","7400929731614.56","7585824177520.23","7761869237371.41","7961606238688.73","8163713045079.12","8499351078665.42","8829224581528.71","9121031279683.19","9250496487234.29","9332621573241.27","9272746913994.4","9517417003212.26","9772349924120.42","9956203936477.54","10220360704441.9","10528075026889.8","10838515462647.4","11261274484833.6","11506309637572.1","11634116210287.1","11739783345433","12044138028093.6","12275956732793.2","12704933352357.4","13105916488625.7","13189959482365.9","12616367732752.7","12897096850706.1","13142265095534.7","13050023950209.1","13039239098073.5","13247952004886.1","13553897260141","13821221829716.1","14214403161940","14508200940852.9","14770119229270.1","13935185525351.7","14772513099967.4","15286397678719.9","15355286193298.1",
"Frágiles y situaciones de conflicto afectados","FCS","PIB (US$ a precios constantes de 2015)","NY.GDP.MKTP.KD","281769709146.057","281247962233.851","303441817792.895","323073584489.912","339849120942.679","361277566611.342","364481905878.054","343480327231.888","364809865568.649","412407681470.267","462794556619.92","498153237041.375","517073574199.38","537345437315.534","596454276852.092","595923266770.804","649760299387.008","682224535663.834","681058716849.484","724164336261.21","762515271718.624","712363098227.108","706625658361.96","673392330694.158","665639686442.995","693972461520.579","693253341658.278","703646288512.382","729201129368.034","736786882232.66","774849064559.7","728408996249.866","729766193299.178","715779072269.95","691060503804.948","688885443073.069","712393931816.336","744744032206.847","781483487437.27","805821578040.028","849850493687.064","884795177531.22","927212920642.996","937185621659.179","1042728751145.39","1103566344065.22","1167806847813.19","1237736467722.54","1300144533108.31","1339999362372.3","1434032713010.82","1434662008994.52","1514578018177.15","1567336716220.01","1600192613351.72","1617323277101.47","1652373188802.38","1694398569916.93","1740488896143.05","1784410113547.77","1671039644771.82","1747389349759.03","1772960592513.02","1801919137899.48",
